India,Goa,Goa,,,Sun Village,Saquawadi,"Arpora, Bardez",403 518,279 409-11,desouza@bom2.vsnl.net.in,,,832,13,,H,
India,West Bengal,Darjeeling,,,Clubside Tours & Travels Pvt Ltd,J. P. Sharma Road,Darjeeling,734 101,"2254 646-7, 2255 123",tours@clubside.in  siliguri@clubside.in,www.clubside.in,,354,13,,H,
India,Karnataka,Bangalore,,,Comfort Inn Infantry Court,"No. 66, Infantry Road  YMCA Gem Plaza Commercial Complex  ",Bangalore,560 001,"559 1800, 559 2283",,,,80,13,,H,
India,Rajasthan,Udaipur,,,Quality Inn Vishnupriya,"9, Garden Road  Near Gulab Bagh",Udaipur,313 001,2421 313 - 16,vpriya@datainfosys.net,,,294,13,,H,
India,Kerala,Kovalam,Travelcart India Pvt Ltd,,Swagath Holiday Resorts,Near Upasana Hospital,Kovalam,695 527,2481148 - 49,swagathresort@asianetindia.com,,The Booking is made  through GITC for FIT's,471,13,,H,
India,Rajasthan,Bharatpur,,,Eagles Nest,Bird Sanctuary Road,Bharatpur,321 001,25 144,,,,5644,13,,H,
India,Goa,Goa,,,Taj Fort Aguada Resort & Spa,"Sinquerim, Candolim",Goa,403 515,664 5858,vivanta.holidayvillage@tajhotels.com,http://www.vivantabytaj.com/Fort-Aguada-Goa,,832,13,,H,
India,Madhya Pradesh,Khajuraho,,,Marble  Palace,Opposite Gole Market,Khajuraho,471 606,2353,,,,7686,13,,H,
India,Goa,Goa,,,Majorda Beach Resort,,Margao,,2754871-80,,,,832,13,,H,
India,Delhi,Delhi,,,Hans Plaza,"15, Barakamba Road",New Delhi,110 001,331 6861 - 70,hansotel@nde.vsnl.net.in,,,11,13,,H,
India,Gujarat,Ahmedabad,,,Quality Inn Karnavati,Ashram Road,Ahmedabad,380 009,"658 2162, 658 2164",choice.qiipl@axcess.net.in,,,79,13,,H,
India,Maharashtra,Aurangabad,,,Quality Inn Vedant,Station Road,Aurangabad,431 005,350 701-14,,,,240,13,,H,
India,Rajasthan,Bharatpur,,Chandra Mahal Haveli,Chandra Mahal Haveli,Peharsar  Jaipur-Agra Road  Nadbai Tehsil,Bharatpur,321 001,264336,resv@chandramahalhaveli.com,www.chandramahalhaveli.com,,5643,13,,H,
India,Assam,Guwahati,,,Dynasty Hotel,Rehman Building  S. S. Road  Lakhtokia,Guwahati,781 001,"251 6021, 712 0055",info@dynastyhotel.in  reservations@dynastyhotel.in,http://www.dynastyhotel.in/,,361,13,,H,
India,Assam,Guwahati,,,Dynasty Hotel,Rehman Building  S. S. Road  Lakhtokia,Guwahati,781 001,"251 6021, 712 0055",info@dynastyhotel.in  reservations@dynastyhotel.in,http://www.dynastyhotel.in/,,361,13,,RIK,
India,Assam,Guwahati,,,Dynasty Hotel,Rehman Building  S. S. Road  Lakhtokia,Guwahati,781 001,"251 6021, 712 0055",info@dynastyhotel.in  reservations@dynastyhotel.in,http://www.dynastyhotel.in/,,361,13,,ST,1
India,Goa,Goa,,,Ronil Beach Resort,"Baga Beach  Calangute, Bardez",Calangute,403 516,"2276 101, 2276 099, 2275 033",ronil_goa@sancharnet.in,,For rates please check the Imtrav file.,832,13,,H,
India,Himachal Pradesh,Shimla,,,Woodville Palace,Raj Bhawan Road  ,Shimla,171 002,"262 3919, 262 4038, 262 2516",woodvillepalacehotel@yahoo.com  woodville@woodvillepalacehotel.com,www.woodvillepalacehotel.com,,177,13,,H,
India,Himachal Pradesh,Manali,,,Banon Resorts,c/o New Hope Orchard  Distt. Kullu,Manali,175 131,"253 026, 252 490, 253 994",banonresorts@vsnl.net  sales@banonresortsmanali.com  sanjeevmanali@gmail.com,www.banonresortsmanali.com,,1902,13,,H,
India,Delhi,Delhi,,,Centre Point Hotel,30 Kasturba Gandhi Marg,New Delhi,110 001,332 4805,,,,11,13,,H,
India,Tamil Nadu,Chennai,,,The Residency,"No. 49, G. N. Chetty Road  T. Nagar",Chennai,600 017,825 3434,residency.mds@smj.sprintrpg.ems.vsnl.net.in,globalindia.com/hotels/reshotel.htm,,44,13,,H,
India,Uttar Pradesh,Varanasi,Colleague Tours Pvt. Ltd.,,Hotel India,"59, Patel Nagar Cantt",Varanasi,221 002,250 7593 - 97,hotelindia@satyam.net.in  indiahotel@sify.com,,,542,13,,H,
India,Pondicherry,Pondicherry,,,Pondicherry Ashok,East Coast Road  Kalapet Beach,Pondicherry,605 014,655 160 - 67,,,,413,13,,H,
India,Tamil Nadu,Madurai,,,Pandyan Hotel,Race Cource,Madurai,625 002,537 090 (10 lines),,,,452,13,,H,
India,Tamil Nadu,Mudumalai,,,The Monarch Safari Park,Bokkapuram  Masinagudi Post  Nilgiris,Mudumalai,643 223,"526 250, 526 343",,,,423,13,,H,
India,Rajasthan,Jaisalmer,,,Rang Mahal,"5, Hotel Complex  Sam Road  P.B. No.50",Jaisalmer,345 001,"50 907, 50 908",,,,2992,13,,H,
India,Rajasthan,Samode,Samode Hotels,,Samode Bagh,"Village Fathepura  (Bansa), Dist. Jaipur",Samode,302 002,"240 236, 240 235",reservations@samode.com,www.samode.com,,1423,13,,H,
India,Rajasthan,Samode,Samode Hotels,,Samode Bagh,"Village Fathepura  (Bansa), Dist. Jaipur",Samode,302 002,"240 236, 240 235",reservations@samode.com,www.samode.com,,1423,13,,HH,
India,Rajasthan,Samode,Samode Hotels,,Samode Bagh,"Village Fathepura  (Bansa), Dist. Jaipur",Samode,302 002,"240 236, 240 235",reservations@samode.com,www.samode.com,,1423,13,,COM,1
India,Rajasthan,Samode,Samode Hotels,,Samode Bagh,"Village Fathepura  (Bansa), Dist. Jaipur",Samode,302 002,"240 236, 240 235",reservations@samode.com,www.samode.com,,1423,13,,WEB,
India,Rajasthan,Samode,Samode Hotels,,Samode Bagh,"Village Fathepura  (Bansa), Dist. Jaipur",Samode,302 002,"240 236, 240 235",reservations@samode.com,www.samode.com,,1423,13,,RIK,
India,Goa,Goa,,,Capt Lobo,Cobravaddo  Baga,Calangute,403 516,"2276 917, 2276 103",clbh.caplobo@axcess.net.in,,,832,13,,H,
India,Madhya Pradesh,Kanha,Indian Adventures Wildlife Resorts,,Wild Chalet,Mohcha Village        ,Kanha,  ,,indad@bom3.vsnl.net.in,indianadventures.com,,,13,,H,
India,Madhya Pradesh,Bandhavgarh,Indian Adventures Wildlife Resorts,,Tiger Trails,Bandhavgarh National Park,Bandhavgarh,  ,,info@tigertrails.in,,,,13,,H,
India,Rajasthan,Mukundgarh,Cross Country Hotels Ltd,,Mukundgarh Fort,Dist. Jhunjhunu,Mukundgarh ,333 705,"52 396, 52 397, 52 398.",,,,1594,13,,H,
India,Uttarakhand,Nainital,,,Classic The Mall,Mall Road,Nainital,263 001,37 704,,,,5942,13,,H,
India,Kerala,Kochi,,,Quality Inn Presidency,Ernakulam Town  Paramara Road,Cochin,682 018,"394 300, 394 040",,,,484,13,,H,
India,Himachal Pradesh,Dharamsala,,,Jukaso Palace,"Naddi, Talnoo",Dharamsala,176 216,21 336,,,,1892,13,,H,
India,Delhi,Delhi,,,Kailash Inn,"10, Sunder Nagar",New Delhi,110 003,"435 5047, 435 3634, 435 1798",,,,11,13,,H,
India,Rajasthan,Sawai Madhopur,Indian Adventures Wildlife Resorts,,Tiger Moon Resort,Ranthambore Road,Sawai Madhopur,322 001,,indad@bom3.vsnl.net.in,www.indianadventures.com,,,13,,H,
India,Rajasthan,Karauli,,,Bhanwar Vilas Palace,,Karauli,322 241,"251 469, 220 024",bvpkarauli@gmail.com      ,www.karauli.com,,7464,13,,H,
India,Rajasthan,Karauli,,,Bhanwar Vilas Palace,,Karauli,322 241,"251 469, 220 024",bvpkarauli@gmail.com      ,www.karauli.com,,7464,13,,HH,
India,Rajasthan,Karauli,,,Bhanwar Vilas Palace,,Karauli,322 241,"251 469, 220 024",bvpkarauli@gmail.com      ,www.karauli.com,,7464,13,,ST,1
India,Rajasthan,Karauli,,,Bhanwar Vilas Palace,,Karauli,322 241,"251 469, 220 024",bvpkarauli@gmail.com      ,www.karauli.com,,7464,13,,WEB,
India,Rajasthan,Karauli,,,Bhanwar Vilas Palace,,Karauli,322 241,"251 469, 220 024",bvpkarauli@gmail.com      ,www.karauli.com,,7464,13,,RIK,
India,Rajasthan,Bikaner,,,Palace View Hotel,Lallgarh Palace Campus,Bikaner,334 001,"254 3625, 220 3463",hotelpalaceview@gmail.com,,,151,13,,H,
India,Uttar Pradesh,Agra,,,Hotel Mansingh Palace,Fatehabad Road,Agra,282 001,"400 8441-45, 233 1771 (8 lines)",sales.delhi@mansinghhotels.com  sales.agra@mansinghhotels.com  salesdel.mansinghhotels@gmail.com,www.mansinghhotels.com,,562,13,,H,
India,Uttar Pradesh,Agra,,,Hotel Mansingh Palace,Fatehabad Road,Agra,282 001,"400 8441-45, 233 1771 (8 lines)",sales.delhi@mansinghhotels.com  sales.agra@mansinghhotels.com  salesdel.mansinghhotels@gmail.com,www.mansinghhotels.com,,562,13,,COM,1
India,Uttar Pradesh,Agra,,,Hotel Mansingh Palace,Fatehabad Road,Agra,282 001,"400 8441-45, 233 1771 (8 lines)",sales.delhi@mansinghhotels.com  sales.agra@mansinghhotels.com  salesdel.mansinghhotels@gmail.com,www.mansinghhotels.com,,562,13,,RIK,
India,Rajasthan,Jaisalmer,,,Saroj Palace,Ramgarh Road  C. V. Singh Colony,Jaisalmer,345 001,50 016,,,,2992,13,,H,
India,Rajasthan,Udaipur,,,Mahendra Prakash,Lake Palace Road,Udaipur,313 001,"241 9811, 241 1214",info@hotelmahendraprakash.com,www.hotelmahendraprakash.com,,294,13,,H,
India,Rajasthan,Udaipur,,,Mahendra Prakash,Lake Palace Road,Udaipur,313 001,"241 9811, 241 1214",info@hotelmahendraprakash.com,www.hotelmahendraprakash.com,,294,13,,WEB,
India,Rajasthan,Udaipur,,,Mahendra Prakash,Lake Palace Road,Udaipur,313 001,"241 9811, 241 1214",info@hotelmahendraprakash.com,www.hotelmahendraprakash.com,,294,13,,RIK,
India,Rajasthan,Udaipur,,,Mahendra Prakash,Lake Palace Road,Udaipur,313 001,"241 9811, 241 1214",info@hotelmahendraprakash.com,www.hotelmahendraprakash.com,,294,13,,ST,1
India,Rajasthan,Udaipur,,,Mahendra Prakash,Lake Palace Road,Udaipur,313 001,"241 9811, 241 1214",info@hotelmahendraprakash.com,www.hotelmahendraprakash.com,,294,13,,HH,
India,Rajasthan,Deogarh,,,Deogarh Mahal,Deogarh - Madaria  Distr. Rajsamand,Deogarh,313 331,"252 777, 253 333",info@deogarhmahal.com  reservations@consortiumhotels.org,www.deogarhmahal.com,,2904,13,,H,
India,Rajasthan,Deogarh,,,Deogarh Mahal,Deogarh - Madaria  Distr. Rajsamand,Deogarh,313 331,"252 777, 253 333",info@deogarhmahal.com  reservations@consortiumhotels.org,www.deogarhmahal.com,,2904,13,,HH,
India,Rajasthan,Deogarh,,,Deogarh Mahal,Deogarh - Madaria  Distr. Rajsamand,Deogarh,313 331,"252 777, 253 333",info@deogarhmahal.com  reservations@consortiumhotels.org,www.deogarhmahal.com,,2904,13,,COM,1
India,Rajasthan,Deogarh,,,Deogarh Mahal,Deogarh - Madaria  Distr. Rajsamand,Deogarh,313 331,"252 777, 253 333",info@deogarhmahal.com  reservations@consortiumhotels.org,www.deogarhmahal.com,,2904,13,,WEB,
India,Rajasthan,Deogarh,,,Deogarh Mahal,Deogarh - Madaria  Distr. Rajsamand,Deogarh,313 331,"252 777, 253 333",info@deogarhmahal.com  reservations@consortiumhotels.org,www.deogarhmahal.com,,2904,13,,RIK,
India,Rajasthan,Jodhpur,,,Quality Inn Chandra,Panch Batti Circle  Airport Road,Jodhpur,342 001,"43 3610, 430 765, 613 635",,,,291,13,,H,
India,Rajasthan,Narlai,,,Rawla Narlai,Village Narlai  Near Desuri  Dist.Pali,Narlai,,"260 443, 260 425",crs@rawlanarlai.com  ,http://www.rawlanarlai.com/,,2934,13,,H,
India,Rajasthan,Narlai,,,Rawla Narlai,Village Narlai  Near Desuri  Dist.Pali,Narlai,,"260 443, 260 425",crs@rawlanarlai.com  ,http://www.rawlanarlai.com/,,2934,13,,HH,
India,Rajasthan,Narlai,,,Rawla Narlai,Village Narlai  Near Desuri  Dist.Pali,Narlai,,"260 443, 260 425",crs@rawlanarlai.com  ,http://www.rawlanarlai.com/,,2934,13,,COM,1
India,Rajasthan,Narlai,,,Rawla Narlai,Village Narlai  Near Desuri  Dist.Pali,Narlai,,"260 443, 260 425",crs@rawlanarlai.com  ,http://www.rawlanarlai.com/,,2934,13,,WEB,
India,Rajasthan,Narlai,,,Rawla Narlai,Village Narlai  Near Desuri  Dist.Pali,Narlai,,"260 443, 260 425",crs@rawlanarlai.com  ,http://www.rawlanarlai.com/,,2934,13,,RIK,
India,Gujarat,Wankaner,North West Safaries,,Royal Oasis,The Palace  District Rajkot  ,Wankaner,363 621,"22 0000, 22 0001, 22 0003",wankanerheritage@yahoo.co.in,www.wankanerheritagehotels.com,,2828,13,,H,
India,Rajasthan,Udaipur,,,Kankarwa Haveli,26 Lal Ghat,Udaipur,313 001,"241 1457, 252 1403",info@kankarwahaveli.com  kankarwahaveli@hotmail.com,"www.indianheritagehotels.com, www.kankarwahaveli.com",,294,13,"97829 5000, 99291 99929",H,
India,Rajasthan,Udaipur,,,Kankarwa Haveli,26 Lal Ghat,Udaipur,313 001,"241 1457, 252 1403",info@kankarwahaveli.com  kankarwahaveli@hotmail.com,"www.indianheritagehotels.com, www.kankarwahaveli.com",,294,13,"97829 5000, 99291 99929",ST,2
India,Rajasthan,Udaipur,,,Kankarwa Haveli,26 Lal Ghat,Udaipur,313 001,"241 1457, 252 1403",info@kankarwahaveli.com  kankarwahaveli@hotmail.com,"www.indianheritagehotels.com, www.kankarwahaveli.com",,294,13,"97829 5000, 99291 99929",RIK,
India,Madhya Pradesh,Kanha,,,Kipling Camp,Mocha Village  Mandla District,Kanha,  ,77 219,,,,7649,13,,H,
India,Uttar Pradesh,Agra,,,Hotel Amar Yatri Niwas,Tourist Complex Area  Fatehabad Road,Agra,282 001,"2233 030 - 34, 4008 401",reservation@amaryatriniwas.com,,,562,13,,H,
India,Assam,Dolaguri,Wild Grass,,Dolaguri Tea Estate,Karbi Foothills  ,Dolaguri,,,,,,,13,,H,
India,Gujarat,Bhavnagar,,,Blue Hill Hotel,Near Pill Garden  Behind Jashonath Temple,Bhavnagar,364 001,"426 951-54, 426 296-98.",,,,278,13,,H,
India,Kerala,Kochi,Travelcart India Pvt Ltd,,Casino Hotel,Willingdon Island  ,Kochi,682 003,"266 8221, 266 8421",casinohotel@cghearth.com,www.cghearth.com,,484,13,,H,
India,Gujarat,Gondal,North West Safaries,,Riverside Palace Hotel,Ashapura Road  ,Gondal,360 311,22 1950,hghgroup@yahoo.com,,,2825,13,,H,
India,Tamil Nadu,Chennai,,,Quality Inn Aruna ,"144, Sterling Road",Chennai,600 034,825 9090,,,,44,13,,H,
India,Karnataka,Bangalore,,,Quality Inn Kensington Terrace,Kensington Road  Opp. M. G. Road,Bangalore,560 042,559 4666,,,,80,13,,H,
India,Karnataka,Bangalore,,,Comfort Inn Vijay Residency,"18, III Main Road  Gandhinagar",Bangalore,560 009,220 3024-5,,,,80,13,,H,
India,Rajasthan,Jaipur,Samode Hotels,,Samode Haveli,Gangapole,Jaipur,302 002,"263 2370, 263 2407, 263 1068, 263 0943, 263 1942",reservations@samode.com,www.samode.com,,141,13,,H,
India,Rajasthan,Jaipur,Samode Hotels,,Samode Haveli,Gangapole,Jaipur,302 002,"263 2370, 263 2407, 263 1068, 263 0943, 263 1942",reservations@samode.com,www.samode.com,,141,13,,HH,
India,Rajasthan,Jaipur,Samode Hotels,,Samode Haveli,Gangapole,Jaipur,302 002,"263 2370, 263 2407, 263 1068, 263 0943, 263 1942",reservations@samode.com,www.samode.com,,141,13,,SH,1
India,Rajasthan,Jaipur,Samode Hotels,,Samode Haveli,Gangapole,Jaipur,302 002,"263 2370, 263 2407, 263 1068, 263 0943, 263 1942",reservations@samode.com,www.samode.com,,141,13,,WEB,
India,Rajasthan,Jaipur,Samode Hotels,,Samode Haveli,Gangapole,Jaipur,302 002,"263 2370, 263 2407, 263 1068, 263 0943, 263 1942",reservations@samode.com,www.samode.com,,141,13,,RIK,
India,Uttar Pradesh,Varanasi,,,Pallavi International Hotel,Hathwa Place  Chetganj,Varanasi,221 010,2393 012 - 15,pallavihotel@satyam.net.in,pallaviinternationalhotel.com,,542,13,,H,
India,Uttarakhand,Rishikesh,Rimo Expeditions,,Rimo River Rafting Camp,Near Mandal Vikas Nigam House  1.5 km beyond Kaudilya   ,Rishikesh,  ,,,,,,13,,H,
India,Himachal Pradesh,Dalhousie,,,Grand View Hotel,The Mall,Dalhousie,176 304,"240 760, 242 823, 242 194",grandview@rediffmail.com  reservations@grandviewdalhousie.in,www.grandviewdalhousie.in,,1899,13,,H,
India,Himachal Pradesh,Dharamsala,,,Surya McLeod,A Unit of Surya Resorts Private Limited  H.H Dalai Lama Temple Road  McLeodganj,Dharamsala,176 219,221 418-20,suryaresorts@gmail.com  info@suryamcleod.com  reservation@suryamcleod.com,www.suryamcleod.com,,1892,13,,H,
India,Punjab,Amritsar,,,Ritz Plaza,"45, The Mall",Amritsar,143 001,"256 2836-39, 256 0024-25",info@ritzhotel.in  ,www.ritzhotel.in,,183,13,,H,
India,Rajasthan,Pushkar,,,Hotel New Park,Panchkund Road,Pushkar,305 022,277 2464,manager@newparkpushkar.com,http://newparkpushkar.com/,,145,13,9414354825,H,
India,Ladakh,Leh,Rimo Expeditions,,Ri Rab Hotel,,Leh,,52 348,,,,1982,13,,H,
India,Ladakh,Leh,Rimo Expeditions,,K-Sar Hotel, ,Leh,  ,52 348,,,,1982,13,,H,
India,West Bengal,Darjeeling,,,Fairmont Hotel,"10, Gandhi Road",Darjeeling,734 101,"53 646, 53 647",,,,354,13,,H,
India,Kerala,Vandanmedu,,,Carmelia Haven,Vandanmedu P.O.,Vandanmedu,685 551,"270 252, 270 272",reservation@carmeliahaven.com  carmelia@sancharnet.in,www.carmeliahaven.com,,4868,13,,H,
India,Gujarat,Ahmedabad,,,Mascot Hotel,Near Holiday Inn  Khanpur  ,Ahmedabad,380 001,"550 3848, 550 1290, 550 4892 - 93",,,,79,13,,H,
India,Rajasthan,Sawai Madhopur,,,Ankur Resort,Ranthambore Road,Sawai Madhopur,322 001,"220 792, 223 303",ankurresort@yahoo.com  ankurswm@sancharnet.in,ankurresort.com,,7462,13,,H,
India,Uttar Pradesh,Varanasi,,,Hotel Vaibhav,"56, Patel Nagar  Cantonment",Varanasi,221 002,2501 359 - 62,hotalvaibhav@satyam.net.in  hotalvaibhav@sify.com,www.hotelvaibhav.com,,542,13,,H,
India,Madhya Pradesh,Khajuraho,,,Hotel Clarks Bundela,   ,Khajuraho,471 606,"423 86, 423 87",,clarkshotel.com,,7686,13,,H,
India,Rajasthan,Jaisalmer,,,Narayan Vilas Hotel,(next to Hotel Narayan Niwas),Jaisalmer,345 001,252283,,,,2992,13,,H,
India,Diu,Diu,,,Suzlon Beach Resort,,Diu,,,,,,,13,,H,
India,Chandigarh,Chandigarh,,,Aroma Hotel,Himalaya Marg  Sector -22- C,Chandigarh,700 048,700 045-8,,,,172,13,,H,
India,Kerala,Kovalam,,,Manaltheeram Beach Resort,Chowara P.O.,Kovalam,695 501,268 610,somatheeram@vsnl.com,www.manaltheeram.com,,471,13,,H,
India,Kerala,Thekkady,Travelcart India Pvt Ltd,,Spice Village,Kumily Road        ,Thekkady,685 536,"222 314, 222 315, 222 316",spicevillage@cghearth.com,www.cghearth.com,,4869,13,,H,
India,Kerala,Thekkady,Travelcart India Pvt Ltd,,Spice Village,Kumily Road        ,Thekkady,685 536,"222 314, 222 315, 222 316",spicevillage@cghearth.com,www.cghearth.com,,4869,13,,SH,1
India,Kerala,Thekkady,Travelcart India Pvt Ltd,,Spice Village,Kumily Road        ,Thekkady,685 536,"222 314, 222 315, 222 316",spicevillage@cghearth.com,www.cghearth.com,,4869,13,,WEB,
India,Uttar Pradesh,Varanasi,,,Plaza Inn,Parade Kothi  Cantonment,Varanasi,221 002,"348 210, 343 004, 347 504",,,,542,13,,H,
India,Gujarat,Ahmedabad,,,Hotel Centra,Khanpur  ,Ahmedabad,380 001,"2550 0272, 2550 0275, 2550 0280, 2550 0282",centrahotel@hotmail.com,,,79,13,,H,
India,Maharashtra,Mumbai,,,The Taj Mahal Palace,Apollo Bunder  ,Mumbai,400 001,6665 3366,itd.bom@tajhotels.com  Tmhresv.Bom@tajhotels.com,www.tajhotels.com/Taj_Mahal_Palace,,22,13,,H,
India,Maharashtra,Mumbai,,,The Taj Mahal Palace,Apollo Bunder  ,Mumbai,400 001,6665 3366,itd.bom@tajhotels.com  Tmhresv.Bom@tajhotels.com,www.tajhotels.com/Taj_Mahal_Palace,,22,13,,TL,1
India,Maharashtra,Mumbai,,,The Taj Mahal Palace,Apollo Bunder  ,Mumbai,400 001,6665 3366,itd.bom@tajhotels.com  Tmhresv.Bom@tajhotels.com,www.tajhotels.com/Taj_Mahal_Palace,,22,13,,WEB,
India,Maharashtra,Aurangabad,,,Ambassador Ajanta,Jalna Road  CIDCO  ,Aurangabad,431 003,85 211-4,,,,240,13,,H,
India,Kerala,Kochi,,,Taj Malabar Resort & Spa,Willingdon Island,Kochi,682 009,664 3000,,http://www.vivantabytaj.com/Malabar-Cochin,,484,13,,H,
India,Rajasthan,Jaisalmer,,,Jawahar Niwas Palace,"No. 1, Bada Bagh Road  P.O. Box No. 1",Jaisalmer,345 001,"252208, 252288, 253540",info@jawaharniwaspalace.com,www.jawaharniwaspalace.co.in,jawaharniwas@yahoo.co.in,2992,13,,H,
India,Rajasthan,Bikaner,,,Bhanwar Niwas,Rampuria Street,Bikaner,334 005,220 1043,bhanwarniwas@rediffmail.com,www.bhanwarniwas.com,,151,13,,H,
India,Rajasthan,Bikaner,,,Bhanwar Niwas,Rampuria Street,Bikaner,334 005,220 1043,bhanwarniwas@rediffmail.com,www.bhanwarniwas.com,,151,13,,HH,
India,Rajasthan,Bikaner,,,Bhanwar Niwas,Rampuria Street,Bikaner,334 005,220 1043,bhanwarniwas@rediffmail.com,www.bhanwarniwas.com,,151,13,,WEB,
India,Rajasthan,Bikaner,,,Bhanwar Niwas,Rampuria Street,Bikaner,334 005,220 1043,bhanwarniwas@rediffmail.com,www.bhanwarniwas.com,,151,13,,RIK,
India,Rajasthan,Bikaner,,,Bhanwar Niwas,Rampuria Street,Bikaner,334 005,220 1043,bhanwarniwas@rediffmail.com,www.bhanwarniwas.com,,151,13,,ST,2
India,Maharashtra,Mumbai,,,Hotel Midland,Jawaharla Nehru Road  Santa Cruz (E),Mumbai,400 055,"611 0413, 611 0009",,,,22,13,,H,
India,Assam,Nameri,,,Nameri Tented Camp,,Nameri, ,,,,,,13,,H,
India,Rajasthan,Udaipur,,,Shiv Niwas Palace,City Palace  ,Udaipur,313 001,"252 8008, 252 8016/7/8/9",crs@hrhhotels.com  gmsnp@udaipur.hrhindia.com  esales@hrhhotels.com,,,294,13,,H,
India,Rajasthan,Pushkar,Hotel Pushkar Palace - Booking Office,,Jagat Palace,Behind Ramdwara  Ajmer Road,Pushkar,305 022,"277 2953-54, 277 2001, 277 2401-03, 320 4223",info@pushkarpalace.com  hotelpushkarpalace@gmail.com  ,hotelpushkarpalace.com,hppalace@dil.in,145,13,,H,
India,Rajasthan,Pushkar,Hotel Pushkar Palace - Booking Office,,Jagat Palace,Behind Ramdwara  Ajmer Road,Pushkar,305 022,"277 2953-54, 277 2001, 277 2401-03, 320 4223",info@pushkarpalace.com  hotelpushkarpalace@gmail.com  ,hotelpushkarpalace.com,hppalace@dil.in,145,13,,ST,2
India,Rajasthan,Pushkar,Hotel Pushkar Palace - Booking Office,,Jagat Palace,Behind Ramdwara  Ajmer Road,Pushkar,305 022,"277 2953-54, 277 2001, 277 2401-03, 320 4223",info@pushkarpalace.com  hotelpushkarpalace@gmail.com  ,hotelpushkarpalace.com,hppalace@dil.in,145,13,,HH,
India,Rajasthan,Pushkar,Hotel Pushkar Palace - Booking Office,,Jagat Palace,Behind Ramdwara  Ajmer Road,Pushkar,305 022,"277 2953-54, 277 2001, 277 2401-03, 320 4223",info@pushkarpalace.com  hotelpushkarpalace@gmail.com  ,hotelpushkarpalace.com,hppalace@dil.in,145,13,,WEB,
India,Rajasthan,Pushkar,Hotel Pushkar Palace - Booking Office,,Jagat Palace,Behind Ramdwara  Ajmer Road,Pushkar,305 022,"277 2953-54, 277 2001, 277 2401-03, 320 4223",info@pushkarpalace.com  hotelpushkarpalace@gmail.com  ,hotelpushkarpalace.com,hppalace@dil.in,145,13,,RIK,
India,West Bengal,Darjeeling,Clubside Tours & Travels Pvt Ltd,,Hotel Swiss,Gandhi Road,Darjeeling,734 101,56 686,,,,354,13,,H,
India,Maharashtra,Mumbai,,,The Orchid,"Adjacent to Domestic Airport  70-C, Nehru Road  Vile Parle (East)",Mumbai,400 099,2616 4040,resmgr@orchidhotel.com  ,orchidhotel.com,,22,13,,H,
India,Maharashtra,Mumbai,,,The Orchid,"Adjacent to Domestic Airport  70-C, Nehru Road  Vile Parle (East)",Mumbai,400 099,2616 4040,resmgr@orchidhotel.com  ,orchidhotel.com,,22,13,,COM,3
India,Maharashtra,Mumbai,,,The Orchid,"Adjacent to Domestic Airport  70-C, Nehru Road  Vile Parle (East)",Mumbai,400 099,2616 4040,resmgr@orchidhotel.com  ,orchidhotel.com,,22,13,,RIK,
India,Goa,Goa,,,Shalala Residency,1/255D Gauro Vadoo,Calangute,403 516,275 411,,,,832,13,,H,
India,Kerala,Trivandrum,,,Hotel Seaweed,Lighthouse Road  Vizhinjam,Kovalam,695 521,"480 391, 480 791, 320 806",,,,471,13,,H,
India,Goa,Goa,,,Xavier Beach Resort,Fort Aguada Road  Opp. State Bank of India  ,Candolim,403 515,"2479 911, 2479 489",xavieran@goatelecom.com,goacom.com/hotels/xavier,,832,13,,H,
